prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
34265,51438020,Atenolol 50mg tablets (Sandoz Ltd),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
41827,60515020,Labetalol 100mg tablets (Mylan Ltd),Labetalol hydrochloride,100mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
12296,52701020,Sectral 100mg capsules (Sanofi),Acebutolol hydrochloride,100mg,Capsule,Oral,2040000,Beta-adrenoceptor Blocking Drugs
23326,71607020,Betadur cr 160mg Modified-release capsule (Monmouth Pharmaceuticals Ltd),Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
25462,61503020,Clopamide 5mg with Pindolol 10mg tablets,Pindolol/Clopamide,5mg + 10mg,Tablets,Oral,2040000,Beta-adrenoceptor Blocking Drugs
59597,75862020,Propranolol 160mg modified-release capsules (A A H Pharmaceuticals Ltd),Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
3005,49929020,Inderal LA 160mg capsules (AstraZeneca UK Ltd),Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
11793,67160020,Metoprolol 50mg/5ml oral suspension,Metoprolol tartrate,10mg/1ml,Oral suspension,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
35940,91237020,Celectol 400mg tablets (Zentiva),Celiprolol hydrochloride,400mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
53885,74139020,Bisoprolol 1.25mg tablets (A A H Pharmaceuticals Ltd),Bisoprolol fumarate,1.25mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
20012,52292020,Visken 15mg Tablet (Sovereign Medical Ltd),Pindolol,15mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
59148,41897020,Bisoprolol 2.5mg tablets (Zentiva),Bisoprolol fumarate,2.5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
58974,1116020,Bisoprolol 2.5mg tablets (Alliance Healthcare (Distribution) Ltd),Bisoprolol fumarate,2.5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
19200,63135020,Bisoprolol 5mg tablets (IVAX Pharmaceuticals UK Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050000/02100100,Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure/Management Of Myocardial Infarction
29398,86682020,Atenamin 100mg Tablet (OPD Pharm),Atenolol,100mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
4410,83758020,Carvedilol 6.25mg tablets,Carvedilol,6.25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
28996,87099020,Bedranol SR 160mg capsules (Sandoz Ltd),Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
751,80458020,Nebivolol 5mg tablets,Nebivolol hydrochloride,5mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
1448,66308020,Propranolol 160mg modified-release capsules,Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
8172,59924020,Acebutolol 100mg capsules,Acebutolol hydrochloride,100mg,Capsule,Oral,2040000,Beta-adrenoceptor Blocking Drugs
2587,51860020,Tenormin 100mg tablets (AstraZeneca UK Ltd),Atenolol,100mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
5,60153020,Atenolol 50mg tablets,Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
17122,86794020,Isoprenaline 200micrograms/1ml solution for injection ampoules,Isoprenaline hydrochloride,200microgram/1ml,Solution for injection,Intramuscular/Subcutaneous/Intravenous/Intracardiac,2040000,Beta-adrenoceptor Blocking Drugs
55929,45144020,Bisoprolol 5mg tablets (Accord Healthcare Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
61340,38485020,Bisoprolol 5mg tablets (DE Pharmaceuticals),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
20728,86680020,Atenamin 25mg Tablet (OPD Pharm),Atenolol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
54542,1008020,Atenolol 25mg tablets (Zanza Laboratories Ltd),Atenolol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
57063,957020,Bedranol SR 80mg capsules (Almus Pharmaceuticals Ltd),Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
59495,43811020,Bisoprolol 1.25mg tablets (Teva UK Ltd),Bisoprolol fumarate,1.25mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
33092,51022020,Atenolol 50mg tablets (A A H Pharmaceuticals Ltd),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
7852,54409020,Blocadren 10mg Tablet (Merck Sharp & Dohme Ltd),Timolol maleate,10mg,Tablet,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
54106,35298020,Carvedilol 1.5mg/5ml oral suspension,Carvedilol,300microgram/1ml,Oral suspension,Oral,2040000,Beta-adrenoceptor Blocking Drugs
15117,68850020,Nifedipine with atenolol 20mg + 50mg Capsule,Nifedipine/Atenolol,20mg + 50mg,Capsule,Oral,02040000/02060200,Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers
63850,43812020,Bisoprolol 2.5mg tablets (Teva UK Ltd),Bisoprolol fumarate,2.5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
61564,47117020,Bisoprolol 3.75mg tablets (Waymade Healthcare Plc),Bisoprolol fumarate,3.75mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
45765,96602020,Syprol 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Propranolol hydrochloride,8mg/1ml,Oral solution,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
37118,73449020,Bisoprolol 2.5mg tablets (A A H Pharmaceuticals Ltd),Bisoprolol fumarate,2.5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
7853,69193020,Timolol 10mg tablets,Timolol maleate,10mg,Tablet,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
7553,90711020,Bisoprolol 5mg/5ml oral suspension,Bisoprolol fumarate,1mg/1ml,Oral suspension,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
39846,84559020,Vivacor 5mg tablets (Lexon (UK) Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050000/02100100,Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure/Management Of Myocardial Infarction
50224,41307020,Congescor 2.5mg tablets (Teva UK Ltd),Bisoprolol fumarate,2.5mg,Tablet,Oral,02040000/02050000,Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure
55298,1097020,Bisoprolol 10mg tablets (Sigma Pharmaceuticals Plc),Bisoprolol fumarate,10mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
31214,63161020,Propranolol 80mg tablets (Mylan Ltd),Propranolol hydrochloride,80mg,Tablet,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
53802,1007020,Atenolol 25mg tablets (Sigma Pharmaceuticals Plc),Atenolol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
57176,45145020,Bisoprolol 10mg tablets (Accord Healthcare Ltd),Bisoprolol fumarate,10mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
8978,63928020,Propanix 160mg Modified-release capsule (Ashbourne Pharmaceuticals Ltd),Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
14146,83760020,Eucardic 6.25mg tablets (Roche Products Ltd),Carvedilol,6.25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
35062,90891020,Trasicor 20mg tablets (Amdipharm Plc),Oxprenolol hydrochloride,20mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
54623,99279020,Beta-Prograne 160mg modified-release capsules (Actavis UK Ltd),Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
33184,52914020,Atenolol 100mg tablets (Wockhardt UK Ltd),Atenolol,100mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
57934,67815020,Bisoprolol 5mg tablets (Sandoz Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
27700,50423020,Propranolol 40mg tablets (Actavis UK Ltd),Propranolol hydrochloride,40mg,Tablet,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
29368,53709020,Atenolol 25mg tablets (Teva UK Ltd),Atenolol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
8555,52702020,Sectral 200mg capsules (Sanofi),Acebutolol hydrochloride,200mg,Capsule,Oral,2040000,Beta-adrenoceptor Blocking Drugs
47674,49918020,Labetalol 200mg Tablet (C P Pharmaceuticals Ltd),Labetalol hydrochloride,200mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
45494,71577020,Propranolol 10mg tablets (Almus Pharmaceuticals Ltd),Propranolol hydrochloride,10mg,Tablet,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
32552,90619020,Congescor 2.5mg tablets (Tillomed Laboratories Ltd),Bisoprolol fumarate,2.5mg,Tablet,Oral,02040000/02050000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
14117,72243020,Eucardic 3.125mg tablets (Roche Products Ltd),Carvedilol,3.125mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
56485,1155020,Celectol 200mg tablets (Waymade Healthcare Plc),Celiprolol hydrochloride,200mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
10429,50246020,Lopresor 50mg Tablet (Novartis Pharmaceuticals UK Ltd),Metoprolol tartrate,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
57817,74385020,Atenolol 50mg tablets (Zentiva),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
19182,55394020,Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
17322,72698020,Atenix 25 tablets (Ashbourne Pharmaceuticals Ltd),Atenolol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
8061,66693020,Sotalol 80mg with hydrochlorothiazide 12.5mg tablet,Sotalol Hydrochloride/Hydrochlorothiazide,80mg + 12.5mg,Tablets,Oral,2040000,Beta-adrenoceptor Blocking Drugs
61719,1072020,Beta-Adalat modified-release capsules (Waymade Healthcare Plc),Atenolol/Nifedipine,50mg + 20mg,Modified-release capsule,Oral,02040000/02060200,Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers
599,68440020,Bisoprolol 1.25mg tablets,Bisoprolol fumarate,1.25mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
24461,53655020,Betaloc I.V. 5mg/5ml solution for injection ampoules (AstraZeneca UK Ltd),Metoprolol tartrate,1mg/1ml,Solution for injection,Intravenous,2040000,Beta-adrenoceptor Blocking Drugs
57626,19127020,Bisoprolol 1.25mg/5ml oral solution,Bisoprolol fumarate,250microgram/1ml,Oral solution,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
1290,68439020,Bisoprolol 10mg tablets,Bisoprolol fumarate,10mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
32162,59465020,Propranolol 80mg Modified-release capsule (Lagap),Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
45343,51778020,Propranolol SR 80mg Modified-release capsule (C P Pharmaceuticals Ltd),Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
3087,75253020,Propranolol 40mg/5ml oral solution sugar free,Propranolol hydrochloride,8mg/1ml,Oral solution,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
54297,34198020,Propranolol 50mg/5ml oral solution,Propranolol hydrochloride,10mg/1ml,Oral solution,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
769,66307020,Propranolol 80mg modified-release capsules,Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
707,59369020,Propranolol 40mg tablets,Propranolol hydrochloride,40mg,Tablet,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
59969,1090020,Bisoprolol 5mg tablets (Almus Pharmaceuticals Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
65027,44190021,Bisoprolol 5mg / Aspirin 100mg capsules,,,,,02040000/02090000,Beta-adrenoceptor Blocking Drugs/Antiplatelet Drugs
55849,63164020,Propranolol 160mg tablets (Mylan Ltd),Propranolol hydrochloride,160mg,Tablet,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
17783,57624020,Spiroprop Tablet (Pharmacia Ltd),Propranolol Hydrochloride/Spironolactone,,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
29230,59496020,Slow-pren 160mg Tablet (IVAX Pharmaceuticals UK Ltd),Oxprenolol hydrochloride,160mg,Modified-release tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
19202,67720020,Carvedilol 6.25mg tablets (Teva UK Ltd),Carvedilol,6.25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
64703,1227020,Nebivolol 5mg tablets (Glenmark Generics (Europe) Ltd),Nebivolol hydrochloride,5mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
4725,68332020,Labetalol 50mg tablets,Labetalol hydrochloride,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
59037,62942020,Bisoprolol 5mg tablets (A A H Pharmaceuticals Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
41740,63783020,Celiprolol 200mg tablets (Teva UK Ltd),Celiprolol hydrochloride,200mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
55778,983020,Atenolol 50mg tablets (Phoenix Healthcare Distribution Ltd),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
34949,54245020,Propranolol 160mg Modified-release capsule (Actavis UK Ltd),Propranolol hydrochloride,160mg,Modified-release capsule,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
43564,62726020,Bisoprolol 5mg Tablet (PLIVA Pharma Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
54752,984020,Atenolol 50mg tablets (Co-Pharma Ltd),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
45250,66745020,Labetalol 400mg tablets (Sandoz Ltd),Labetalol hydrochloride,400mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
34695,56094020,Atenolol 50mg tablets (Kent Pharmaceuticals Ltd),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
4771,68375020,Emcor LS 5mg tablets (Merck Serono Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,02040000/02050000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
19437,72242020,Eucardic 25mg tablets (Roche Products Ltd),Carvedilol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
4429,51994020,Trasidrex modified-release tablets (Mercury Pharma Group Ltd),Oxprenolol hydrochloride/Cyclopenthiazide,160mg + 250microgram,Modified-release tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
59415,20140021,Propranolol 40mg tablets (Accord Healthcare Ltd),Propranolol hydrochloride,40mg,Tablet,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
5284,65802020,Pindolol 5mg tablets,Pindolol,5mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
12037,48400020,Betim 10mg Tablet (ICN Pharmaceuticals France S.A.),Timolol maleate,10mg,Tablet,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
17082,79593020,Syprol 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Propranolol hydrochloride,1mg/1ml,Oral solution,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
10191,72696020,Atenix 50 tablets (Ashbourne Pharmaceuticals Ltd),Atenolol,50mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
1684,68629020,Beta-Adalat modified-release capsules (Bayer Plc),Atenolol/Nifedipine,50mg + 20mg,Modified-release capsule,Oral,02040000/02060200,Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers
48745,37067020,Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets,,,,,2040100,Beta-adrenoceptor Blocking Drugs With Diuretic
26895,79594020,Syprol 10mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Propranolol hydrochloride,2mg/1ml,Oral solution,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
54479,1103020,Bisoprolol 1.25mg tablets (Alliance Healthcare (Distribution) Ltd),Bisoprolol fumarate,1.25mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
21905,86502020,Bipranix 10mg tablets (Ashbourne Pharmaceuticals Ltd),Bisoprolol fumarate,10mg,Tablet,Oral,02040000/02050000/02100100,Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure/Management Of Myocardial Infarction
10777,54889020,Trasicor 160mg Tablet (Novartis Pharmaceuticals UK Ltd),Oxprenolol Hydrochloride,160mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
8071,48396020,Betaloc 50mg tablets (AstraZeneca UK Ltd),Metoprolol tartrate,50mg,Tablet,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
14058,83182020,Cardicor 1.25mg tablets (Merck Serono Ltd),Bisoprolol fumarate,1.25mg,Tablet,Oral,02040000/02050000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
34925,65979020,Metoprolol 50mg tablets (Sandoz Ltd),Metoprolol tartrate,50mg,Tablet,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
15619,57243020,Half-betadur cr 80mg Capsule (Monmouth Pharmaceuticals Ltd),Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
25367,84837020,Rapranol SR 80mg capsules (Ranbaxy (UK) Ltd),Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
15042,66704020,Tolerzide Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Sotalol Hydrochloride/Hydrochlorothiazide,,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
34740,67705020,Carvedilol 6.25mg tablets (Actavis UK Ltd),Carvedilol,6.25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
197,60300020,Atenolol 5mg/10ml solution for injection ampoules,Atenolol,500microgram/1ml,Solution for injection,Intravenous,2040000,Beta-adrenoceptor Blocking Drugs
42152,79595020,Syprol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Propranolol hydrochloride,10mg/1ml,Oral solution,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
58982,38487020,Bisoprolol 10mg tablets (Medreich Plc),Bisoprolol fumarate,10mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
58109,19125020,Bisoprolol 1.25mg/5ml oral suspension,Bisoprolol fumarate,250microgram/1ml,Oral suspension,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
26211,68815020,Antipressan 25mg tablets (Teva UK Ltd),Atenolol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
63724,47106020,Metoprolol 100mg tablets (Waymade Healthcare Plc),Metoprolol tartrate,100mg,Tablet,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
46363,99271020,Half Beta-Prograne 80mg modified-release capsules (Teva UK Ltd),Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
44083,57013020,Labetalol 200mg tablets (Actavis UK Ltd),Labetalol hydrochloride,200mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
55853,60484020,Pindolol 15mg Tablet (Hillcross Pharmaceuticals Ltd),Pindolol,15mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
3516,59360020,Oxprenolol 20mg tablets,Oxprenolol hydrochloride,20mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
32836,60550020,Metoprolol 50mg tablets (Mylan Ltd),Metoprolol tartrate,50mg,Tablet,Oral,02040000/04070402,Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine
24,60152020,Atenolol 100mg tablets,Atenolol,100mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
7091,83179020,Bisoprolol 3.75mg tablets,Bisoprolol fumarate,3.75mg,Tablet,Oral,02040000/02050500/02100100,Beta-adrenoceptor Blocking Drugs/Drugs Affecting The Renin-angiotensin System/Management Of Myocardial Infarction
47870,70250020,Atenolol 25mg tablets (Almus Pharmaceuticals Ltd),Atenolol,25mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
58407,53353020,Propranolol 80mg tablets (Teva UK Ltd),Propranolol hydrochloride,80mg,Tablet,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
39233,68806020,Propranolol 80mg modified-release capsules (Teva UK Ltd),Propranolol hydrochloride,80mg,Modified-release capsule,Oral,02040000/04070402/04090300/06020200,"Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs"
47673,54575020,Labetalol 400mg Tablet (Approved Prescription Services Ltd),Labetalol hydrochloride,400mg,Tablet,Oral,2040000,Beta-adrenoceptor Blocking Drugs
38370,90779020,Labetalol 100mg/20ml solution for injection ampoules,Labetalol hydrochloride,5mg/1ml,Solution for injection,Intravenous,2040000,Beta-adrenoceptor Blocking Drugs
