prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
46526,99138020,Raporsin XL 4mg tablets (Actavis UK Ltd),Doxazosin mesilate,4mg,Modified-release tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
53058,40612020,Perindopril erbumine 8mg tablets (Sandoz Ltd),Perindopril erbumine,8mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
11567,81446020,Ramipril 5mg with felodipine 5mg modified-release tablet,Felodipine/Ramipril,5mg + 5mg,Modified Release Tablet,Oral,02050501/02060200,Angiotensin-converting Enzyme Inhibitors/Calcium-channel Blockers
9915,87063020,Tritace 10mg tablets (Sanofi),Ramipril,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
36282,91931020,Morvesin XL 400microgram capsules (Sandoz Ltd),Tamsulosin hydrochloride,400microgram,Modified-release capsule,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
32241,60326020,Enalapril 10mg tablets (A A H Pharmaceuticals Ltd),Enalapril maleate,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
7911,48876020,Declinax 10mg Tablet (Roche Products Ltd),Debrisoquine sulfate,10mg,Tablet,Oral,2050300,Adrenergic Neurone Blocking Drugs
46974,61297020,Enalapril 5mg tablets (Mylan Ltd),Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
34390,67186020,Ramipril 5mg capsules (Genus Pharmaceuticals Ltd),Ramipril,5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
40891,64251020,Doxazosin 2mg tablets (IVAX Pharmaceuticals UK Ltd),Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040000,Alpha-adrenoceptor Blocking Drugs/Drugs For Genito-urinary Disorders
529,81323020,Candesartan 2mg tablets,Candesartan cilexetil,2mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
37655,59733020,Captopril 25mg tablets (Teva UK Ltd),Captopril,25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
60143,38499020,Enalapril 5mg tablets (Medreich Plc),Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
53896,2181020,Iloprost 100micrograms/1ml solution for infusion ampoules,Iloprost trometamol,100microgram/1ml,Solution for infusion,Intravenous,2050100,Vasodilator Antihypertensive Drugs
31080,72230020,Guanethidine 10mg/1ml solution for injection ampoules,Guanethidine monosulfate,10mg/1ml,Solution for injection,Intramuscular,2050300,Adrenergic Neurone Blocking Drugs
34412,67140020,Ramipril 5mg capsules (Teva UK Ltd),Ramipril,5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
52189,10152020,Losartan 100mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd),Losartan potassium/Hydrochlorothiazide,100mg + 25mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
52972,1748020,Irbesartan 300mg tablets (Sigma Pharmaceuticals Plc),Irbesartan,300mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
41694,61246020,Enalapril 2.5mg tablets (IVAX Pharmaceuticals UK Ltd),Enalapril maleate,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
28738,64556020,Methyldopa with hydrochlorothiazide Tablet,Methyldopa Anhydrous/Hydrochlorothiazide,,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
51685,65764020,Doxazosin 4mg tablets (Actavis UK Ltd),Doxazosin mesilate,4mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
45342,64318020,Doxazosin 4mg tablets (Sandoz Ltd),Doxazosin mesilate,4mg,Tablet,Oral,02050400/07040000,Alpha-adrenoceptor Blocking Drugs/Drugs For Genito-urinary Disorders
56129,1578020,Ramipril 5mg capsules (Kent Pharmaceuticals Ltd),Ramipril,5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
43416,65202020,Lisinopril 10mg tablets (A A H Pharmaceuticals Ltd),Lisinopril,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
65065,44380020,Irbesartan 75mg tablets (A A H Pharmaceuticals Ltd),Irbesartan,75mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
41633,56801020,Captopril 12.5mg tablets (Actavis UK Ltd),Captopril,12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
24797,90672020,Regaine for Men Regular Strength 2% solution (McNeil Products Ltd),Minoxidil,20mg/1ml,Liquid,Cutaneous,02050100/13090300,Vasodilator Antihypertensive Drugs/Androgenetic Alopecia
65094,40516020,Losartan 50mg tablets (Sandoz Ltd),Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
41721,54210020,Prazosin 1mg tablets (A A H Pharmaceuticals Ltd),Prazosin hydrochloride,1mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
12313,68559020,Carace 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
59111,1473020,Lisinopril 20mg tablets (Alliance Healthcare (Distribution) Ltd),Lisinopril,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
52659,35425020,Losartan 50mg/5ml oral solution,Losartan potassium,10mg/1ml,Oral solution,Oral,2050502,Angiotensin-ii Receptor Antagonists
17120,80675020,Moexipril 15mg tablets,Moexipril hydrochloride,15mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
61123,20657021,Doxazosin 4mg/5ml oral solution,,,,,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
10714,64495020,Methoserpidine 5mg Tablet,Methoserpidine,5mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
11251,83505020,Diovan 40mg capsules (Novartis Pharmaceuticals UK Ltd),Valsartan,40mg,Capsule,Oral,2050502,Angiotensin-ii Receptor Antagonists
34657,67209020,Ramipril 10mg capsules (Zentiva),Ramipril,10mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
4875,68058020,Terazosin 10mg tablets,Terazosin hydrochloride,10mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
42081,87446020,Tritace 1.25mg Tablet (Sterwin Medicines),Ramipril,1.25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
55896,65227020,Lisinopril 2.5mg tablets (Actavis UK Ltd),Lisinopril,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
32514,84386020,Ecopace 25mg tablets (AMCo),Captopril,25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
60757,75136020,Trandolapril 500microgram capsules (Teva UK Ltd),Trandolapril,500microgram,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
6217,78179020,Olmesartan medoxomil 10mg tablets,Olmesartan medoxomil,10mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
57073,47143020,Ramipril 1.25mg capsules (Waymade Healthcare Plc),Ramipril,1.25mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
58843,1542020,Perindopril erbumine 2mg tablets (Kent Pharmaceuticals Ltd),Perindopril erbumine,2mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
45816,71542020,Lisinopril 5mg tablets (Almus Pharmaceuticals Ltd),Lisinopril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
29570,54852020,Dopamet 125mg Tablet (Berk Pharmaceuticals Ltd),Methyldopa anhydrous,125mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
56162,1556020,Perindopril erbumine 4mg tablets (Consilient Health Ltd),Perindopril erbumine,4mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
17686,81476020,Micardis 20mg tablets (Boehringer Ingelheim Ltd),Telmisartan,20mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
38395,91976020,Valsartan 80mg tablets,Valsartan,80mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
19892,57809020,Serpasil -esidrex Tablet (Novartis Pharmaceuticals UK Ltd),Reserpine/Hydrochlorothiazide,,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
54404,77737020,Losartan 100mg tablets (Actavis UK Ltd),Losartan potassium,100mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
41522,65183020,Lisopress 20mg tablets (Teva UK Ltd),Lisinopril,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
43566,65134020,Lisinopril 2.5mg tablets (Sandoz Ltd),Lisinopril,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
54620,1575020,Ramipril 2.5mg capsules (Sigma Pharmaceuticals Plc),Ramipril,2.5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
58108,44383020,Irbesartan 150mg tablets (A A H Pharmaceuticals Ltd),Irbesartan,150mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
40256,96646020,Baratol 25mg tablets (Amdipharm Plc),Indoramin hydrochloride,25mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
62513,66587020,Methyldopa 250mg tablets (Sovereign Medical Ltd),Methyldopa anhydrous,250mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
2348,51017020,Hytrin bph 10mg Tablet (Amdipharm Plc),Terazosin hydrochloride,10mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
22708,77941020,Enalapril 5mg wafer,Enalapril Maleate,5mg,Wafer,,2050501,Angiotensin-converting Enzyme Inhibitors
2680,48197020,Apresoline 50mg Tablet (Sovereign Medical Ltd),Hydralazine hydrochloride,50mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
36840,93019020,Iloprost 10micrograms/1ml nebuliser liquid ampoules,Iloprost trometamol,10microgram/1ml,Nebuliser liquid,Inhalation,2050100,Vasodilator Antihypertensive Drugs
6408,81266020,Tanatril 5mg tablets (Chiesi Ltd),Imidapril hydrochloride,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
37087,94156020,Enalapril 5mg/5ml oral suspension,Enalapril maleate,1mg/1ml,Oral suspension,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
39421,95113020,Tritace titration pack tablets (Sanofi),,,Not applicable,Route of administration not applicable,2050501,Angiotensin-converting Enzyme Inhibitors
12836,84002020,Eprosartan 600mg tablets,Eprosartan mesilate,600mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
34553,64041020,Doxazosin 4mg tablets (Mylan Ltd),Doxazosin mesilate,4mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
11394,48295020,Baratol 25mg Tablet (Shire Pharmaceuticals Ltd),Indoramin hydrochloride,25mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
62853,69326020,Moxonidine 200microgram tablets (A A H Pharmaceuticals Ltd),Moxonidine,200microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
5988,74672020,Telmisartan 40mg tablets,Telmisartan,40mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
60744,22980021,Perindopril erbumine 8mg / Amlodipine 5mg tablets,,,,,02050501/02060200,Angiotensin-converting Enzyme Inhibitors/Calcium-channel Blockers
30039,84463020,Tensopril 25mg tablets (Teva UK Ltd),Captopril,25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
47727,99789020,Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/amlodipine/olmesartan Medoxomil,40mg + 5mg + 25mg,Tablets,Oral,2050502,Angiotensin-ii Receptor Antagonists
16248,61500020,Clonidine 150micrograms/1ml solution for injection ampoules,Clonidine hydrochloride,150microgram/1ml,Solution for injection,Intravenous,2050200,Centrally Acting Antihypertensive Drugs
2968,64769020,Minoxidil 10mg tablets,Minoxidil,10mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
14478,69845020,Accupro 20mg tablets (Pfizer Ltd),Quinapril hydrochloride,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
196,60791020,Enalapril 5mg tablets,Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
56148,10683020,Ramipril 1.25mg tablets (Kent Pharmaceuticals Ltd),Ramipril,1.25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
34712,63374020,Enalapril 20mg tablets (Kent Pharmaceuticals Ltd),Enalapril maleate,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
6207,84307020,Tadalafil 20mg tablets,Tadalafil,20mg,Tablet,Oral,02050100/07040501,Vasodilator Antihypertensive Drugs/Phosphodiesterase Type-5 Inhibitors
25487,80419020,Cascor 2mg tablets (Ranbaxy (UK) Ltd),Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040000,Alpha-adrenoceptor Blocking Drugs/Drugs For Genito-urinary Disorders
43507,56634020,Captopril 25mg Tablet (Generics (UK) Ltd),Captopril,25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
59271,40515020,Losartan 25mg tablets (Sandoz Ltd),Losartan potassium,25mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
65159,20149021,Doxazosin 4mg tablets (Waymade Healthcare Plc),Doxazosin mesilate,4mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
19193,64070020,Doxazosin 2mg tablets (Teva UK Ltd),Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
54940,35783020,Ketanserin 20mg tablets,Ketanserin,20mg,Tablet,Oral,2050000,Hypertension And Heart Failure
35794,60325020,Enalapril 5mg tablets (A A H Pharmaceuticals Ltd),Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
52197,1582020,Ramipril 5mg capsules (Sigma Pharmaceuticals Plc),Ramipril,5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
17624,88718020,Captopril 5mg/5ml oral suspension,Captopril,1mg/1ml,Oral suspension,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
59209,65452020,Doxazosin 1mg tablets (Kent Pharmaceuticals Ltd),Doxazosin mesilate,1mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
5815,63556020,Indoramin 25mg tablets,Indoramin hydrochloride,25mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
50863,19819020,Enalapril 5mg/5ml oral solution (Drug Tariff Special Order),Enalapril maleate,1mg/1ml,Oral solution,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
633,74178020,Fosinopril 10mg tablets,Fosinopril sodium,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
64877,61779020,Enalapril 2.5mg tablets (Dexcel-Pharma Ltd),Enalapril maleate,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
7642,48071020,Aldomet 500mg Tablet (Merck Sharp & Dohme Ltd),Methyldopa anhydrous,500mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
6364,87059020,Tritace 2.5mg tablets (Sanofi),Ramipril,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
52293,20854020,Captopril 2mg capsules,Captopril,2mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
59393,47159020,Irbesartan 300mg tablets (Sandoz Ltd),Irbesartan,300mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
18223,85883020,Trandolapril with verapamil 2mg + 180mg Modified-release capsule,Verapamil Hydrochloride/Trandolapril,2mg + 180mg,Modified-release Capsule,Oral,02050501/02060200,Angiotensin-converting Enzyme Inhibitors/Calcium-channel Blockers
9646,72669020,Tritace 1.25mg capsules (Aventis Pharma),Ramipril,1.25mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
29560,78287020,Bosentan 62.5mg tablets,Bosentan monohydrate,62.5mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
8033,48069020,Aldomet 125mg Tablet (Merck Sharp & Dohme Ltd),Methyldopa anhydrous,125mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
45938,75040020,Perindopril erbumine 8mg tablets (Teva UK Ltd),Perindopril erbumine,8mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
40711,97243020,Losartan 2.5mg/ml oral suspension sugar free,Losartan Potassium,2.5mg/1ml,Oral Suspension,Oral,2050502,Angiotensin-ii Receptor Antagonists
16060,88420020,Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/Valsartan,12.5mg + 80mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
8198,49886020,Hypovase 5mg Tablet (Pfizer Ltd),Prazosin hydrochloride,5mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
43418,65199020,Lisinopril 5mg tablets (A A H Pharmaceuticals Ltd),Lisinopril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
55296,1660020,Losartan 50mg tablets (Mylan Ltd),Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
11197,86080020,Innovace melt 5mg Wafer (Merck Sharp & Dohme Ltd),Enalapril Maleate,5mg,Wafer,,2050501,Angiotensin-converting Enzyme Inhibitors
56606,41454020,Azilsartan medoxomil 40mg tablets,Azilsartan medoxomil,40mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
54497,7189020,Galebon 400microgram modified-release capsules (Consilient Health Ltd),Tamsulosin hydrochloride,400microgram,Modified-release capsule,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
14387,68555020,Carace 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
2967,64768020,Minoxidil 5mg tablets,Minoxidil,5mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
19198,64822020,Lisinopril 20mg tablets (Teva UK Ltd),Lisinopril,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
1455,66153020,Prazosin 500microgram tablets,Prazosin hydrochloride,500microgram,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
27137,90579020,Sildenafil 20mg tablets,Sildenafil citrate,20mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
56473,1546020,Perindopril erbumine 2mg tablets (Sigma Pharmaceuticals Plc),Perindopril erbumine,2mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
53964,7182020,Tamsulosin 400microgram modified-release capsules (A A H Pharmaceuticals Ltd),Tamsulosin hydrochloride,400microgram,Modified-release capsule,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
29530,86079020,Innovace melt 2.5mg Wafer (Merck Sharp & Dohme Ltd),Enalapril Maleate,2.5mg,Wafer,,2050501,Angiotensin-converting Enzyme Inhibitors
20975,90115020,Lisinopril 7.5mg/5ml oral suspension,Lisinopril,1.5mg/1ml,Oral suspension,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
61288,10519020,Losartan 100mg tablets (Accord Healthcare Ltd),Losartan potassium,100mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
65,68572020,Lisinopril 10mg tablets,Lisinopril,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
58461,1437020,Lisinopril 2.5mg tablets (Kent Pharmaceuticals Ltd),Lisinopril,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
29187,64496020,Methoserpidine 10mg Tablet,Methoserpidine,10mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
28438,85815020,Triapin 2.5mg/2.5mg modified-release tablets (Sanofi),Felodipine/Ramipril,2.5mg + 2.5mg,Modified-release tablet,Oral,02050501/02060200,Angiotensin-converting Enzyme Inhibitors/Calcium-channel Blockers
59903,35427020,Losartan 50mg/5ml oral suspension,,,,,2050502,Angiotensin-ii Receptor Antagonists
55299,67297020,Ramipril 1.25mg capsules (A A H Pharmaceuticals Ltd),Ramipril,1.25mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
55718,1644020,Losartan 25mg tablets (Phoenix Healthcare Distribution Ltd),Losartan potassium,25mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
11987,88326020,Lisinopril 5mg/5ml oral solution,Lisinopril,1mg/1ml,Oral solution,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
26919,64553020,Methyldopa 50mg/ml Injection,Methyldopate Hydrochloride,50mg/ml,Injection,,2050200,Centrally Acting Antihypertensive Drugs
12874,74673020,Telmisartan 80mg tablets,Telmisartan,80mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
34936,56686020,Captopril 25mg Tablet (Lagap),Captopril,25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
50467,1346020,Doxazosin 2mg tablets (Alliance Healthcare (Distribution) Ltd),Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
1293,85706020,Irbesartan 150mg tablets,Irbesartan,150mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
6437,79786020,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets,Losartan potassium/Hydrochlorothiazide,50mg + 12.5mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
61036,45215020,Physiotens 300microgram tablets (Actavis UK Ltd),Moxonidine,300microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
48039,78259020,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd),Hydrochlorothiazide/Losartan potassium,12.5mg + 100mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
45584,72200020,Phenoxybenzamine 100mg/2ml solution for infusion ampoules,Phenoxybenzamine hydrochloride,50mg/1ml,Solution for infusion,Intravenous,2050400,Alpha-adrenoceptor Blocking Drugs
55826,54216020,Prazosin 5mg tablets (A A H Pharmaceuticals Ltd),Prazosin hydrochloride,5mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
18269,52608020,Acepril 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Captopril,12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
56472,1554020,Perindopril erbumine 4mg tablets (Kent Pharmaceuticals Ltd),Perindopril erbumine,4mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
54049,1669020,Losartan 50mg tablets (Accord Healthcare Ltd),Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
43411,61356020,Enalapril 5mg tablets (Sandoz Ltd),Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
42894,61262020,Enalapril 10mg tablets (Teva UK Ltd),Enalapril maleate,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
460,81589020,Flomax MR 400microgram capsules (Astellas Pharma Ltd),Tamsulosin hydrochloride,400microgram,Modified-release capsule,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
35466,93509020,Alphacard MR 400microgram capsules (Ratiopharm UK Ltd),Tamsulosin hydrochloride,400microgram,Modified-release capsule,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
56975,1677020,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd),Losartan potassium/Hydrochlorothiazide,50mg + 12.5mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
13379,49968020,Ismelin 25mg Tablet (Sovereign Medical Ltd),Guanethidine Monosulphate,25mg,Tablet,Oral,2050300,Adrenergic Neurone Blocking Drugs
1780,76332020,Losartan 50mg tablets,Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
82,70737020,Ramipril 10mg capsules,Ramipril,10mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
582,84705020,Doxazosin 4mg modified-release tablets,Doxazosin mesilate,4mg,Modified-release tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
59603,1577020,Ramipril 2.5mg capsules (Phoenix Healthcare Distribution Ltd),Ramipril,2.5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
6351,78176020,Olmesartan medoxomil 40mg tablets,Olmesartan medoxomil,40mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
33788,70455020,Metirosine 250mg Capsule,Metirosine,250mg,Capsule,Oral,2050400,Alpha-adrenoceptor Blocking Drugs
54288,69238020,Lisinopril 10mg tablets (Arrow Generics Ltd),Lisinopril,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
7923,73953020,Guanethidine 10mg Tablet,Guanethidine Monosulphate,10mg,Tablet,Oral,2050300,Adrenergic Neurone Blocking Drugs
24041,77943020,Enalapril 20mg wafer,Enalapril Maleate,20mg,Wafer,,2050501,Angiotensin-converting Enzyme Inhibitors
25275,51709020,Metalpha 500mg Tablet (Ashbourne Pharmaceuticals Ltd),Methyldopa anhydrous,500mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
147,72674020,Ramipril 1.25mg capsules,Ramipril,1.25mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
48150,65746020,Doxazosin 1mg tablets (Actavis UK Ltd),Doxazosin mesilate,1mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
37747,94429020,Cozaar-Comp 100mg/12.5mg tablets (Merck Sharp & Dohme Ltd),Hydrochlorothiazide/Losartan potassium,12.5mg + 100mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
4571,74174020,Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Fosinopril sodium,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
58195,19216020,Captopril 12.5mg/5ml oral solution,Captopril,2.5mg/1ml,Oral solution,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
28441,90605020,Pamsvax XL 400microgram capsules (Actavis UK Ltd),Tamsulosin hydrochloride,400microgram,Modified-release capsule,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
